uuid,glyphs,classes,place-name,county-iv,county,hundred-iv,hundred,coordinates-iv,coordinates,WKT
IV1680-232-51,⸸°②,settlement-knight|settlement-gentlemen-2,"St Margarets",Hartford,Hertfordshire,Hartford,Hertford,"51 50 0 04E","51.83 0.06","POINT(0.06 51.83)"
IV1680-232-52,①,settlement-gentlemen-1,"St. Margarets",Hereford,Herefordshire,"Ewias Lacy","Ewyas Lacy","52 01 2 53W","52.01 -2.88","POINT(-2.88 52.01)"
IV1680-232-53,②,settlement-gentlemen-2,"St. Margarets",Suffolk,Suffolk,Wangford,Wangford,"52 34 1 28E","52.56 1.46","POINT(1.46 52.56)"
IV1680-232-54,①,settlement-gentlemen-1,"St. Margarets",Suffolk,Suffolk,Wangford,Wangford,"52 32 1 26E","52.53 1.43","POINT(1.43 52.53)"
IV1680-232-55,,,"St. Margarets Chappel",Pembrock,Pembrokeshire,Rose,Roose,"51 55 4 53W","51.91 -4.88","POINT(-4.88 51.91)"
IV1680-232-56,①,settlement-gentlemen-1,Marham,Lincoln,Lincolnshire,Horncastle,Horncastle,"53 12 0 01W","53.2 -0.01","POINT(-0.01 53.2)"
IV1680-232-57,⛪,parish,Marham,Norfolk,Norfolk,Clackcloss,Clackclose,"52 43 0 36E","52.71 0.6","POINT(0.6 52.71)"
IV1680-232-58,⛪,parish,Marham,Northampton,Northamptonshire,Nassaburgh,Nassaburgh,"52 35 0 13W","52.58 -0.21","POINT(-0.21 52.58)"
IV1680-232-59,①,settlement-gentlemen-1,"Marham on the Hill",Lincoln,Lincolnshire,Horncastle,Horncastle,"53 13 0 00","53.21 0","POINT(0 53.21)"
IV1680-232-60,,,"St. Maries",Cambridg,Cambridgeshire,Wisbich,Wisbech,"52 43 0 11E","52.71 0.18","POINT(0.18 52.71)"
IV1680-233-01,①,settlement-gentlemen-1,"St. Maries",Devon,Devon,Heytor,Haytor,"50 30 3 39W","50.5 -3.65","POINT(-3.65 50.5)"
IV1680-233-02,,,"St. Maries",Devon,Devon,Ottery,"Ottery St Mary","50 47 3 19W","50.78 -3.31","POINT(-3.31 50.78)"
IV1680-233-03,①,settlement-gentlemen-1,"St. Maries",Kent,Kent,"Aylesford La.","Aylesford Lath","51 29 0 35E","51.48 0.58","POINT(0.58 51.48)"
IV1680-233-04,,,"St. Maries",Lincoln,Lincolnshire,Ellow,Elloe,"52 49 0 16E","52.81 0.26","POINT(0.26 52.81)"
IV1680-233-05,,,"St. Maries",Lincoln,Lincolnshire,Horncastle,Horncastle,"53 12 0 17E","53.2 0.28","POINT(0.28 53.2)"
IV1680-233-06,,,"St. Maries",Norfolk,Norfolk,Brebridg,Freebridge,"52 46 0 21E","52.76 0.35","POINT(0.35 52.76)"
IV1680-233-07,⛪,parish,"St. Maries",Southampton,Hampshire,Waltham,Waltham,"50 57 1 21W","50.95 -1.35","POINT(-1.35 50.95)"
IV1680-233-08,①,settlement-gentlemen-1,Marington,Salop,Shropshire,Chirbury,Chirbury,"51 37 3 04W","51.61 -3.06","POINT(-3.06 51.61)"
IV1680-233-09,①,settlement-gentlemen-1,Marish,"York N.R.","Yorkshire North Riding",Pickering,Pickering,"54 17 0 32W","54.28 -0.53","POINT(-0.53 54.28)"
IV1680-233-10,✋°①,settlement-baronet|settlement-gentlemen-1,Mariston,Devon,Devon,Lyfton,Lifton,"50 44 4 21W","50.73 -4.35","POINT(-4.35 50.73)"
IV1680-233-11,✋,seat-baronet,"Mariston Hall",Devon,Devon,Lyston,Colyton,"50 44 4 20W","50.73 -4.33","POINT(-4.33 50.73)"
IV1680-233-12,①,settlement-gentlemen-1,"Markam Church",Cornwal,Cornwall,Stratton,Stratton,"50 56 4 35W","50.93 -4.58","POINT(-4.58 50.93)"
IV1680-233-13,,,Markby,Lincoln,Lincolnshire,Calceworth,Calceworth,"53 23 0 19E","53.38 0.31","POINT(0.31 53.38)"
IV1680-233-14,①,settlement-gentlemen-1,"Mark East",Somerset,Somerset,Bempston,Bempstone,"51 15 2 57W","51.25 -2.95","POINT(-2.95 51.25)"
IV1680-233-15,①,settlement-gentlemen-1,Mark-field,Leicester,Leicestershire,Sparkingho,Sparkenhoe,"52 45 1 10W","52.75 -1.16","POINT(-1.16 52.75)"
IV1680-233-16,②=,settlement-gentlemen-2|direction|market,MARKET-JEW,Cornwal,Cornwall,Penwith,Penwith,"50 25 5 45W","50.41 -5.75","POINT(-5.75 50.41)"
IV1680-233-17,①,settlement-gentlemen-1,Marketon,Darby,Derbyshire,Morleston,Morleston,"53 02 1 23W","53.03 -1.38","POINT(-1.38 53.03)"
IV1680-233-18,②,settlement-gentlemen-2,Market-Overton,Rutland,Rutland,Alstow,Alstoe,"52 46 0 39W","52.76 -0.65","POINT(-0.65 52.76)"
IV1680-233-19,①,settlement-gentlemen-1,Market-street,Bedford,Bedfordshire,Manshead,Howdenshire,"51 53 0 23W","51.88 -0.38","POINT(-0.38 51.88)"
IV1680-233-20,✋°①,settlement-baronet|settlement-gentlemen-1,"Markham East",Nottingham,Nottinghamshire,"South Clay","South Clay","53 18 0 44W","53.3 -0.73","POINT(-0.73 53.3)"
IV1680-233-21,⛪,parish,"Markham West",Nottingham,Nottinghamshire,"South Clay","South Clay","53 18 0 46W","53.3 -0.76","POINT(-0.76 53.3)"
IV1680-233-22,,,Markholm,Cumberland,Cumberland,"Allerdale A.","Allerdale Ward","54 42 3 13W","54.7 -3.21","POINT(-3.21 54.7)"
IV1680-233-23,ʘ,seat-gentleman,Markinfield,"York W.R.","Yorkshire West Riding",Claro,Claro,"54 07 1 16W","54.11 -1.26","POINT(-1.26 54.11)"
IV1680-233-24,①,settlement-gentlemen-1,Markinton,"York W.R.","Yorkshire West Riding",Claro,Claro,"54 06 1 15W","54.1 -1.25","POINT(-1.25 54.1)"
IV1680-233-25,⛪,parish,Marksbury,Somerset,Somerset,Keynsham,Keynsham,"51 23 2 34W","51.38 -2.56","POINT(-2.56 51.38)"
IV1680-233-26,ʘ,seat-gentleman,Markshall,Essex,Essex,Lexden,Lexden,"51 58 0 40E","51.96 0.66","POINT(0.66 51.96)"
IV1680-233-27,⛪,parish,Markwell,Denbigh,Denbighshire,Yale,Yale,"53 07 2 53W","53.11 -2.88","POINT(-2.88 53.11)"
IV1680-233-28,①,settlement-gentlemen-1,"Mark West",Somerset,Somerset,Bempston,Bempstone,"51 15 2 58W","51.25 -2.96","POINT(-2.96 51.25)"
IV1680-233-29,,,Marland,Lancaster,Lancashire,Salford,Salford,"53 40 2 03W","53.66 -2.05","POINT(-2.05 53.66)"
IV1680-233-30,⛪,parish,Marlas,Pembrock,Pembrokeshire,Rose,Roose,"51 52 5 01W","51.86 -5.01","POINT(-5.01 51.86)"
IV1680-233-31,ʘ,seat-gentleman,Marle,Carnarvan,Carnarvonshire,Creydin,Creuddyn,"53 27 3 39W","53.45 -3.65","POINT(-3.65 53.45)"
IV1680-233-32,③⛨(2)=,settlement-gentlemen-3+|parliament-2|direction|market,MARLBOROUGH,Wilts,Wiltshire,Selkley,Selkley,"51 27 1 41W","51.45 -1.68","POINT(-1.68 51.45)"
IV1680-233-33,⛪,parish,Marlborough,Wilts,Wiltshire,Selkley,Selkley,"51 27 1 41W","51.45 -1.68","POINT(-1.68 51.45)"
IV1680-233-34,[D],seat-duke,"Marlborough Hall",Wilts,Wiltshire,Selkley,Selkley,"51 27 1 41W","51.45 -1.68","POINT(-1.68 51.45)"
IV1680-233-35,①,settlement-gentlemen-1,Marledon,Devon,Devon,Heytor,Haytor,"50 30 3 45W","50.5 -3.75","POINT(-3.75 50.5)"
IV1680-233-36,ʘ,seat-gentleman,"Marledon Hall",Devon,Devon,Heytor,Haytor,"50 30 3 45W","50.5 -3.75","POINT(-3.75 50.5)"
IV1680-233-37,⛪,parish,Marleigh,Devon,Devon,Witheridg,Witheridge,"51 02 3 50W","51.03 -3.83","POINT(-3.83 51.03)"
IV1680-233-38,③⛨,settlement-gentlemen-3+,Marlesford,Suffolk,Suffolk,Loves,Loes,"52 20 1 27E","52.33 1.45","POINT(1.45 52.33)"
IV1680-233-39,⛪,parish,Marlingford,Norfolk,Norfolk,Forehoe,Forehoe,"52 44 1 11E","52.73 1.18","POINT(1.18 52.73)"
IV1680-233-40,,,Marloo,Salop,Shropshire,Purslow,Purslow,"52 24 2 53W","52.4 -2.88","POINT(-2.88 52.4)"
IV1680-233-41,,,Marlow,Hereford,Herefordshire,Wigmore,Wigmore,"52 20 2 58W","52.33 -2.96","POINT(-2.96 52.33)"
IV1680-233-42,②,settlement-gentlemen-2,"Marlow Florence",Buckingham,Buckinghamshire,Disborough,Desborough,"51 33 0 41W","51.55 -0.68","POINT(-0.68 51.55)"
IV1680-233-43,[B],seat-baron,"Marlow House",Buckingham,Buckinghamshire,Disborough,Desborough,"51 33 0 41W","51.55 -0.68","POINT(-0.68 51.55)"
IV1680-233-44,②(2)=,settlement-gentlemen-2|parliament-2|direction,"MARLOW magna",Buckingham,Buckinghamshire,Disborough,Desborough,"51 33 0 40W","51.55 -0.66","POINT(-0.66 51.55)"
IV1680-233-45,✋°,settlement-baronet,"Marlow parva",Buckingham,Buckinghamshire,Disborough,Desborough,"51 33 0 39W","51.55 -0.65","POINT(-0.65 51.55)"
IV1680-233-46,⛪,parish,Marnham,Nottingham,Nottinghamshire,Thurgarton,Thurgarton,"53 15 0 39W","53.25 -0.65","POINT(-0.65 53.25)"
IV1680-233-47,③,settlement-gentlemen-3,Marnhull,Dorset,Dorset,Newton,Knowlton,"51 02 2 17W","51.03 -2.28","POINT(-2.28 51.03)"
IV1680-233-48,①,settlement-gentlemen-1,Marple,Chester,Cheshire,Macclesfield,Macclesfield,"53 29 1 55W","53.48 -1.91","POINT(-1.91 53.48)"
IV1680-233-49,①,settlement-gentlemen-1,Marr,"York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 34 1 01W","53.56 -1.01","POINT(-1.01 53.56)"
IV1680-233-50,①,settlement-gentlemen-1,Marrick,"York N.R.","Yorkshire North Riding","Gilling Wel","Gilling West","54 26 1 36W","54.43 -1.6","POINT(-1.6 54.43)"
IV1680-233-51,①,settlement-gentlemen-1,Marros,Carnarvan,Carnarvonshire,Derlys,Dinlaen,"51 51 4 28W","51.85 -4.46","POINT(-4.46 51.85)"
IV1680-233-52,①,settlement-gentlemen-1,Marscough,Lancaster,Lancashire,Amounderne,Amounderness,"53 57 2 33W","53.95 -2.55","POINT(-2.55 53.95)"
IV1680-233-53,①,settlement-gentlemen-1,Marsden,"York W.R.","Yorkshire West Riding",Agbridg,Agbrigg,"53 40 1 46W","53.66 -1.76","POINT(-1.76 53.66)"
IV1680-233-54,①,settlement-gentlemen-1,Marset,"York E.R.","Yorkshire East Riding",Holderness,Osgoldcross,"53 52 0 07W","53.86 -0.11","POINT(-0.11 53.86)"
IV1680-233-55,①,settlement-gentlemen-1,Marsfield,Sussex,Sussex,"Pevensey Ra.","Pevensey Rape","51 01 0 06E","51.01 0.1","POINT(0.1 51.01)"
IV1680-233-56,①,settlement-gentlemen-1,Marsh,Buckingham,Buckinghamshire,Newport,Newport,"52 08 0 41W","52.13 -0.68","POINT(-0.68 52.13)"
IV1680-233-57,,,Marsh,Devon,Devon,Armington,Ermington,"50 27 4 01W","50.45 -4.01","POINT(-4.01 50.45)"
IV1680-233-58,,,Marsh,Kent,Kent,"Augustine La.","St Augustine Lath","51 12 1 15E","51.2 1.25","POINT(1.25 51.2)"
IV1680-233-59,ʘ,seat-gentleman,Marsh,Salop,Shropshire,Ford,Fordingbridge,"52 43 2 55W","52.71 -2.91","POINT(-2.91 52.71)"
IV1680-233-60,①,settlement-gentlemen-1,Marsh,Somerset,Somerset,Houndsborow,Houndsborough,"51 55 2 45W","51.91 -2.75","POINT(-2.75 51.91)"
IV1680-234-01,①,settlement-gentlemen-1,Marsh,Somerset,Somerset,Stone,Stone,"51 02 2 39W","51.03 -2.65","POINT(-2.65 51.03)"
IV1680-234-02,ʘ,seat-gentleman,Marshall,Darby,Derbyshire,"High Peak.","High Peak","53 25 1 47W","53.41 -1.78","POINT(-1.78 53.41)"
IV1680-234-03,,,Marshall,Sussex,Sussex,"Pevensey Ra.","Pevensey Rape","51 01 0 04E","51.01 0.06","POINT(0.06 51.01)"
IV1680-234-04,①,settlement-gentlemen-1,Marshall,"York N.R.","Yorkshire North Riding","Gilling West",Agbrigg,"54 27 1 33W","54.45 -1.55","POINT(-1.55 54.45)"
IV1680-234-05,①,settlement-gentlemen-1,Marsham,Norfolk,Norfolk,Holt,Holt,"53 01 0 58E","53.01 0.96","POINT(0.96 53.01)"
IV1680-234-06,⛪,parish,Marsham,Norfolk,Norfolk,"S. Erpingham","South Erpingham","52 53 1 13E","52.88 1.21","POINT(1.21 52.88)"
IV1680-234-07,①,settlement-gentlemen-1,"Marsh Chappel",Lincoln,Lincolnshire,Bradley,Bradley,"53 31 0 09E","53.51 0.15","POINT(0.15 53.51)"
IV1680-234-08,①,settlement-gentlemen-1,Marshden,Lancaster,Lancashire,Blackburn,Blackbourn,"53 53 1 57W","53.88 -1.95","POINT(-1.95 53.88)"
IV1680-234-09,①,settlement-gentlemen-1,"Marshden parva",Lancaster,Lancashire,Blackburn,Blackbourn,"53 54 1 58W","53.9 -1.96","POINT(-1.96 53.9)"
IV1680-234-10,,,"Marsh Farm",Dorset,Dorset,Combdich,"Coombs Ditch","50 49 2 13W","50.81 -2.21","POINT(-2.21 50.81)"
IV1680-234-11,①,settlement-gentlemen-1|market,MARSHFIELD,Glocester,Gloucestershire,Thornbury,Thornbury,"51 29 0 20W","51.48 -0.33","POINT(-0.33 51.48)"
IV1680-234-12,①,settlement-gentlemen-1,Marsh-field,Monmoth,Monmouthshire,Wenlooge,Wentllooge,"51 36 3 08W","51.6 -3.13","POINT(-3.13 51.6)"
IV1680-234-13,✋°③⛨,settlement-baronet|settlement-gentlemen-3+,Marsh-Lane,Midlesex,Middlesex,Edmonton,Edmonton,"51 37 0 02E","51.61 0.03","POINT(0.03 51.61)"
IV1680-234-14,ʘ,seat-gentleman,"Marsh North",Devon,Devon,Fremington,Fremington,"51 08 4 06W","51.13 -4.1","POINT(-4.1 51.13)"
IV1680-234-15,ʘ,seat-gentleman,"Marsh South",Devon,Devon,Fremington,Fremington,"51 07 4 06W","51.11 -4.1","POINT(-4.1 51.11)"
IV1680-234-16,③⛨,settlement-gentlemen-3+,"Marsh Street",Essex,Essex,Becontree,Becontree,"51 33 0 03E","51.55 0.05","POINT(0.05 51.55)"
IV1680-234-17,①,settlement-gentlemen-1,"Marsh Wood",Dorset,Dorset,Whitchurch,Whitchurch,"50 51 2 58W","50.85 -2.96","POINT(-2.96 50.85)"
IV1680-234-18,,,"Marsh Wood",Southampton,Hampshire,Redbridg,Redbridge,"50 57 1 30W","50.95 -1.5","POINT(-1.5 50.95)"
IV1680-234-19,⛪,parish,Marston,Barks,Berkshire,Reading,Reading,"51 29 1 06W","51.48 -1.1","POINT(-1.1 51.48)"
IV1680-234-20,⛪,parish,Marston,Lincoln,Lincolnshire,Loveden,Loveden,"53 01 0 35W","53.01 -0.58","POINT(-0.58 53.01)"
IV1680-234-21,⛪,parish,Marston,Darby,Derbyshire,Appletree,Appletree,"53 02 1 43W","53.03 -1.71","POINT(-1.71 53.03)"
IV1680-234-22,,,Marston,Hereford,Herefordshire,Broxash,Broxash,"52 13 2 34W","52.21 -2.56","POINT(-2.56 52.21)"
IV1680-234-23,①,settlement-gentlemen-1,Marston,Hereford,Herefordshire,Stretford,Stretford,"52 13 2 53W","52.21 -2.88","POINT(-2.88 52.21)"
IV1680-234-24,①,settlement-gentlemen-1,Marston,Hereford,Herefordshire,Wormlow,Wormelow,"51 53 2 34W","51.88 -2.56","POINT(-2.56 51.88)"
IV1680-234-25,⛪,parish,Marston,Leicester,Leicestershire,Framland,Framland,"52 55 0 39W","52.91 -0.65","POINT(-0.65 52.91)"
IV1680-234-26,②,settlement-gentlemen-2,Marston,Oxford,Oxfordshire,Bullington,Bullingdon,"51 48 1 07W","51.8 -1.11","POINT(-1.11 51.8)"
IV1680-234-27,,,Marston,Stafford,Staffordshire,Pirehill,Pirehill,"52 54 2 04W","52.9 -2.06","POINT(-2.06 52.9)"
IV1680-234-28,✋,seat-baronet,"Marston Hall",Lincoln,Lincolnshire,Loveden,Loveden,"53 01 0 35W","53.01 -0.58","POINT(-0.58 53.01)"
IV1680-234-29,①,settlement-gentlemen-1,"Marston Lawrence",Northampton,Northamptonshire,Sutton,Sutton,"52 07 1 09W","52.11 -1.15","POINT(-1.15 52.11)"
IV1680-234-30,①,settlement-gentlemen-1,"Marston Long",Glocester,Gloucestershire,Kistgate,Kiftsgate,"52 10 1 36W","52.16 -1.6","POINT(-1.6 52.16)"
IV1680-234-31,✋°,settlement-baronet,"Long Marston","York E.R.","Yorkshire East Riding",Ansty,Barkston,"53 59 0 59W","53.98 -0.98","POINT(-0.98 53.98)"
IV1680-234-32,①,settlement-gentlemen-1,"Marston Montgomery",Darby,Derbyshire,Appletree,Appletree,"52 57 1 36W","52.95 -1.6","POINT(-1.6 52.95)"
IV1680-234-33,①,settlement-gentlemen-1,"Marston Mortain",Bedford,Bedfordshire,Redbornstoke,Redbornestoke,"52 06 0 30W","52.1 -0.5","POINT(-0.5 52.1)"
IV1680-234-34,②,settlement-gentlemen-2,"Marston Potters",Leicester,Leicestershire,Sparkinho,Sparkenhoe,"52 38 1 11W","52.63 -1.18","POINT(-1.18 52.63)"
IV1680-234-35,①,settlement-gentlemen-1,"Marston Souch",Wilts,Wiltshire,Highworth,Highworth,"51 36 1 38W","51.6 -1.63","POINT(-1.63 51.6)"
IV1680-234-36,②,settlement-gentlemen-2,"Marston Trussel",Northampton,Northamptonshire,Sutton,Sutton,"52 31 2 51W","52.51 -2.85","POINT(-2.85 52.51)"
IV1680-234-37,,,"Marston Wood-end",Bedford,Bedfordshire,Redbornstoke,Redbornestoke,"52 06 0 32W","52.1 -0.53","POINT(-0.53 52.1)"
IV1680-234-38,①,settlement-gentlemen-1,Martendale,Westmorland,Westmorland,"West Wa.","West Ward","54 40 2 30W","54.66 -2.5","POINT(-2.5 54.66)"
IV1680-234-39,⛪,parish,Martham,Norfolk,Norfolk,"W. Flegge","West Flegg","52 51 1 37E","52.85 1.61","POINT(1.61 52.85)"
IV1680-234-40,⛪,parish,"Marthelly Chappel",Monmoth,Monmouthshire,Caldicot,Caldicott,"51 42 2 54W","51.7 -2.9","POINT(-2.9 51.7)"
IV1680-234-41,✋°①,settlement-baronet|settlement-gentlemen-1,Martheltwy,Pembrock,Pembrokeshire,Narberth,Narberth,"51 53 4 42W","51.88 -4.7","POINT(-4.7 51.88)"
IV1680-234-42,⛪,parish,Marthry,Pembrock,Pembrokeshire,Dewisland,Dewisland,"52 04 4 57W","52.06 -4.95","POINT(-4.95 52.06)"
IV1680-234-43,①,settlement-gentlemen-1,Marthry,Pembrock,Pembrokeshire,Dewisland,Dewisland,"52 04 4 57W","52.06 -4.95","POINT(-4.95 52.06)"
IV1680-234-44,⸸°,settlement-knight,Marthwate,"York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 23 2 14W","54.38 -2.23","POINT(-2.23 54.38)"
IV1680-234-45,①,settlement-gentlemen-1,Martin,Kent,Kent,"Augustine La.","St Augustine Lath","51 10 1 17E","51.16 1.28","POINT(1.28 51.16)"
IV1680-234-46,⛪,parish,Martin,Lincoln,Lincolnshire,Gartree,Gartree,"53 14 0 04W","53.23 -0.06","POINT(-0.06 53.23)"
IV1680-234-47,①,settlement-gentlemen-1,Martin,Wilts,Wiltshire,Kinsvarston,Kinwardstone,"51 21 1 31W","51.35 -1.51","POINT(-1.51 51.35)"
IV1680-234-48,⛪,parish,Martin,Worcester,Worcestershire,Worcester,"City Of Worcester","52 15 2 03W","52.25 -2.05","POINT(-2.05 52.25)"
IV1680-234-49,①,settlement-gentlemen-1,"Martin East",Wilts,Wiltshire,"S. Damerhan","South Damerham","51 13 2 12W","51.21 -2.2","POINT(-2.2 51.21)"
IV1680-234-50,⛪,parish,"Martin How",Devon,Devon,Sherwell,Sherwill,"51 15 3 55W","51.25 -3.91","POINT(-3.91 51.25)"
IV1680-234-51,③⛨,settlement-gentlemen-3+,"Martin Nevil",Surry,Surrey,Brixton,Brixton,"51 27 0 09W","51.45 -0.15","POINT(-0.15 51.45)"
IV1680-234-52,①,settlement-gentlemen-1,"St. Martin",Cornwal,Cornwall,Kerrier,Kerrier,"50 18 5 31W","50.3 -5.51","POINT(-5.51 50.3)"
IV1680-234-53,,,"St. Martin",Cornwal,Cornwall,West,"West Ward","50 28 4 42W","50.46 -4.7","POINT(-4.7 50.46)"
IV1680-234-54,,,"St. Martin",Wilts,Wiltshire,Cawden,Cawden,"51 01 1 53W","51.01 -1.88","POINT(-1.88 51.01)"
IV1680-234-55,③⛨,settlement-gentlemen-3+,"St. Martins",Northampton,Northamptonshire,Nassaburgh,Nassaburgh,"52 33 0 09W","52.55 -0.15","POINT(-0.15 52.55)"
IV1680-234-56,[E],seat-earl,"St. Martins",Northampton,Northamptonshire,Nassaburgh,Nassaburgh,"52 33 0 09W","52.55 -0.15","POINT(-0.15 52.55)"
IV1680-234-57,ʘ,seat-gentleman,"St. Martins on the Hill",Surry,Surrey,Blackheath,Blackheath,"51 14 0 24W","51.23 -0.4","POINT(-0.4 51.23)"
IV1680-234-58,⛪,parish,"Martins Thorp",Rutland,Rutland,Martinsley,Martinsley,"52 41 0 40W","52.68 -0.66","POINT(-0.66 52.68)"
IV1680-234-59,[E],seat-earl,"Martinthorp House",Rutland,Rutland,Martinsley,Martinsley,"52 41 0 40W","52.68 -0.66","POINT(-0.66 52.68)"
IV1680-234-60,=,direction,Martinston,Dorset,Dorset,George,George,"50 46 2 35W","50.76 -2.58","POINT(-2.58 50.76)"
IV1680-235-01,ʘ,seat-gentleman,"Martin West",Wilts,Wiltshire,"S. Damerham","South Damerham","51 13 2 13W","51.21 -2.21","POINT(-2.21 51.21)"
IV1680-235-02,⛪,parish,Martin-worthy,Southampton,Hampshire,Fawley,Fawley,"51 09 1 14W","51.15 -1.23","POINT(-1.23 51.15)"
IV1680-235-03,⛪,parish,Martlesham,Suffolk,Suffolk,Carlford,Carlford,"51 11 1 22E","51.18 1.36","POINT(1.36 51.18)"
IV1680-235-04,①,settlement-gentlemen-1,Martleston,Barks,Berkshire,Faircross,Faircross,"51 30 1 16W","51.5 -1.26","POINT(-1.26 51.5)"
IV1680-235-05,②,settlement-gentlemen-2,Martley,Worcester,Worcestershire,Doddington,Doddingtree,"52 15 2 15W","52.25 -2.25","POINT(-2.25 52.25)"
IV1680-235-06,①,settlement-gentlemen-1,Martock,Somerset,Somerset,Martock,Martock,"51 00 2 49W","51 -2.81","POINT(-2.81 51)"
IV1680-235-07,①,settlement-gentlemen-1,Marton,Chester,Cheshire,Edisbury,Eddisbury,"53 20 2 26W","53.33 -2.43","POINT(-2.43 53.33)"
IV1680-235-08,①,settlement-gentlemen-1,Marton,Chester,Cheshire,Macclesfield,Macclesfield,"53 18 2 06W","53.3 -2.1","POINT(-2.1 53.3)"
IV1680-235-09,①,settlement-gentlemen-1,Marton,Devon,Devon,Shebbea,Shebbear,"50 59 4 09W","50.98 -4.15","POINT(-4.15 50.98)"
IV1680-235-10,[D],seat-duke,Marton,Devon,Devon,Shebbear,Shebbear,"50 59 4 09W","50.98 -4.15","POINT(-4.15 50.98)"
IV1680-235-11,,,Marton,Lancaster,Lancashire,"W. Darby","West Derby","53 29 2 48W","53.48 -2.8","POINT(-2.8 53.48)"
IV1680-235-12,①,settlement-gentlemen-1,Marton,Lincoln,Lincolnshire,Corringham,Corringham,"53 28 0 38W","53.46 -0.63","POINT(-0.63 53.46)"
IV1680-235-13,①,settlement-gentlemen-1,Marton,Lincoln,Lincolnshire,Well,Well,"53 25 0 36W","53.41 -0.6","POINT(-0.6 53.41)"
IV1680-235-14,①,settlement-gentlemen-1,Marton,Norfolk,Norfolk,Wayland,Wayland,"52 35 0 53E","52.58 0.88","POINT(0.88 52.58)"
IV1680-235-15,①,settlement-gentlemen-1,Marton,Salop,Shropshire,Chirbury,Chirbury,"52 39 3 02W","52.65 -3.03","POINT(-3.03 52.65)"
IV1680-235-16,②,settlement-gentlemen-2,Marton,Salop,Shropshire,Oswestro,Oswestry,"53 00 2 57W","53 -2.95","POINT(-2.95 53)"
IV1680-235-17,①,settlement-gentlemen-1,Marton,Salop,Shropshire,Pimhill,Pimhill,"52 54 2 44W","52.9 -2.73","POINT(-2.73 52.9)"
IV1680-235-18,⛪,parish,Marton,Warwick,Warwickshire,Knightlow,Knightlow,"52 23 1 17W","52.38 -1.28","POINT(-1.28 52.38)"
IV1680-235-19,①,settlement-gentlemen-1,Marton,Westmorland,Westmorland,"East Wa.","East Ward","54 43 2 08W","54.71 -2.13","POINT(-2.13 54.71)"
IV1680-235-20,,,Marton,"York E.R.","Yorkshire East Riding",Dickering,Pickering,"54 17 0 38W","54.28 -0.63","POINT(-0.63 54.28)"
IV1680-235-21,,,Marton,"York E.R.","Yorkshire East Riding",Holderness,Osgoldcross,"53 54 0 02W","53.9 -0.03","POINT(-0.03 53.9)"
IV1680-235-22,①,settlement-gentlemen-1,Marton,"York N.R.","Yorkshire North Riding",Hallikeld,Hallikeld,"54 09 1 08W","54.15 -1.13","POINT(-1.13 54.15)"
IV1680-235-23,①,settlement-gentlemen-1,Marton,"York N.R.","Yorkshire North Riding",Langbargh,Langbaurgh,"54 33 0 52W","54.55 -0.86","POINT(-0.86 54.55)"
IV1680-235-24,①,settlement-gentlemen-1,Marton,"York N.R.","Yorkshire North Riding",Pickering,Pickering,"54 19 0 36W","54.31 -0.6","POINT(-0.6 54.31)"
IV1680-235-25,,,Marton,"York W.R.","Yorkshire West Riding",Claro,Claro,"54 06 1 05W","54.1 -1.08","POINT(-1.08 54.1)"
IV1680-235-26,ʘ,seat-gentleman,"Marton Abby","York N.R.","Yorkshire North Riding",Bulmer,Bulmer,"54 10 0 52W","54.16 -0.86","POINT(-0.86 54.16)"
IV1680-235-27,⛪,parish,"Marton East","York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 01 1 53W","54.01 -1.88","POINT(-1.88 54.01)"
IV1680-235-28,①,settlement-gentlemen-1,"Marton magna",Lancaster,Lancashire,Amoundernes.,Amounderness,"53 54 2 51W","53.9 -2.85","POINT(-2.85 53.9)"
IV1680-235-29,①,settlement-gentlemen-1,"Marton parva",Lancaster,Lancashire,Amounderness,Bassetlaw,"53 54 2 52W","53.9 -2.86","POINT(-2.86 53.9)"
IV1680-235-30,①,settlement-gentlemen-1,"Marton West","York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 01 1 55W","54.01 -1.91","POINT(-1.91 54.01)"
IV1680-235-31,,,Marvel,"Wight I.",Hampshire,"W. Medine","West Medina","50 41 1 19W","50.68 -1.31","POINT(-1.31 50.68)"
IV1680-235-32,⛪,parish,Marwood,Devon,Devon,Branton,Braunton,"51 12 4 06W","51.2 -4.1","POINT(-4.1 51.2)"
IV1680-235-33,①,settlement-gentlemen-1,Marwood,Durham,Durham,"Darlingt W.","Darlington Ward","54 36 1 20W","54.6 -1.33","POINT(-1.33 54.6)"
IV1680-235-34,①,settlement-gentlemen-1,"Midle Marwood",Devon,Devon,Brampton,Bampton,"51 12 4 07W","51.2 -4.11","POINT(-4.11 51.2)"
IV1680-235-35,✋°③⛨⸸,settlement-baronet|settlement-gentlemen-3+|seat-knight,Maribone,Midlesex,Middlesex,Finsbury,Westminster,"51 34 0 04W","51.56 -0.06","POINT(-0.06 51.56)"
IV1680-235-36,①,settlement-gentlemen-1,"St. Mary",Kent,Kent,"Shepway La.","Shepway Lath","50 53 0 54E","50.88 0.9","POINT(0.9 50.88)"
